Time (s),Current (A)
3.469999999999991e-10,1.2122643500095091e-20
3.479999999999991e-10,1.21561546085957e-20
3.489999999999991e-10,1.219804349422146e-20
3.499999999999991e-10,1.223993237984722e-20
3.509999999999991e-10,1.2248310156972373e-20
3.519999999999991e-10,1.2265065711222676e-20
3.529999999999991e-10,1.2298576819723286e-20
3.539999999999991e-10,1.2332087928223894e-20
3.549999999999991e-10,1.2390732368099958e-20
3.559999999999991e-10,1.2424243476600568e-20
3.569999999999991e-10,1.2424243476600568e-20
3.5799999999999907e-10,1.2466132362226327e-20
3.5899999999999907e-10,1.2482887916476632e-20
3.5999999999999907e-10,1.2466132362226327e-20
3.6099999999999906e-10,1.2482887916476632e-20
3.6199999999999906e-10,1.2491265693601784e-20
3.6299999999999906e-10,1.2491265693601784e-20
3.6399999999999905e-10,1.2449376807976024e-20
3.6499999999999905e-10,1.2449376807976024e-20
3.6599999999999905e-10,1.2449376807976024e-20
3.6699999999999904e-10,1.2440999030850871e-20
3.6799999999999904e-10,1.2440999030850871e-20
3.6899999999999904e-10,1.2440999030850871e-20
3.6999999999999903e-10,1.243262125372572e-20
3.7099999999999903e-10,1.2449376807976024e-20
3.71999999999999e-10,1.2474510139351479e-20
3.72999999999999e-10,1.2474510139351479e-20
3.73999999999999e-10,1.2474510139351479e-20
3.74999999999999e-10,1.2482887916476632e-20
3.75999999999999e-10,1.251639902497724e-20
3.76999999999999e-10,1.2541532356352696e-20
3.77999999999999e-10,1.2566665687728153e-20
3.78999999999999e-10,1.2591799019103609e-20
3.79999999999999e-10,1.263368790472937e-20
3.80999999999999e-10,1.267557679035513e-20
3.81999999999999e-10,1.2692332344605435e-20
3.82999999999999e-10,1.2717465675980891e-20
3.83999999999999e-10,1.2734221230231194e-20
3.84999999999999e-10,1.2767732338731804e-20
3.85999999999999e-10,1.279286567010726e-20
3.8699999999999897e-10,1.2817999001482716e-20
3.8799999999999897e-10,1.2851510109983324e-20
3.8899999999999897e-10,1.2859887887108476e-20
3.8999999999999896e-10,1.2901776772734237e-20
3.9099999999999896e-10,1.2935287881234845e-20
3.9199999999999896e-10,1.2935287881234845e-20
3.9299999999999895e-10,1.2943665658359997e-20
3.9399999999999895e-10,1.295204343548515e-20
3.9499999999999895e-10,1.295204343548515e-20
3.9599999999999894e-10,1.2968798989735453e-20
3.9699999999999894e-10,1.2968798989735453e-20
3.9799999999999894e-10,1.2977176766860606e-20
