Time (s),Current (A)
0.00039800000000000317,2.354966164115259e-09
0.0003990000000000032,2.3549661641152596e-09
0.0004000000000000032,2.354966164115261e-09
0.00040100000000000324,2.354966164115259e-09
0.00040200000000000327,2.354966164115261e-09
0.0004030000000000033,2.354966164115259e-09
0.0004040000000000033,2.3549661641152596e-09
0.00040500000000000334,2.3549661641152596e-09
0.00040600000000000336,2.3549661641152596e-09
0.0004070000000000034,2.354966164115261e-09
0.0004080000000000034,2.3549661641152596e-09
0.00040900000000000344,2.3549661641152596e-09
0.00041000000000000346,2.354966164115259e-09
0.0004110000000000035,2.354966164115259e-09
0.0004120000000000035,2.354966164115261e-09
0.00041300000000000353,2.354966164115259e-09
0.00041400000000000356,2.354966164115261e-09
0.0004150000000000036,2.3549661641152596e-09
0.0004160000000000036,2.3549661641152596e-09
0.00041700000000000363,2.3549661641152596e-09
0.00041800000000000366,2.354966164115259e-09
0.0004190000000000037,2.354966164115259e-09
0.0004200000000000037,2.354966164115261e-09
0.00042100000000000373,2.354966164115259e-09
0.00042200000000000375,2.354966164115259e-09
0.0004230000000000038,2.3549661641152596e-09
0.0004240000000000038,2.3549661641152596e-09
0.0004250000000000038,2.354966164115259e-09
0.00042600000000000385,2.3549661641152596e-09
0.0004270000000000039,2.354966164115259e-09
0.0004280000000000039,2.354966164115259e-09
0.0004290000000000039,2.354966164115259e-09
0.00043000000000000395,2.3549661641152596e-09
0.00043100000000000397,2.354966164115261e-09
0.000432000000000004,2.3549661641152596e-09
0.000433000000000004,2.3549661641152596e-09
0.00043400000000000404,2.3549661641152596e-09
0.00043500000000000407,2.354966164115261e-09
0.0004360000000000041,2.3211859630839817e-09
0.0004370000000000041,2.354966164115259e-09
0.00043800000000000414,2.354966164115259e-09
0.00043900000000000417,2.35496616411526e-09
0.0004400000000000042,2.354966164115259e-09
0.0004410000000000042,2.354966164115259e-09
0.00044200000000000424,2.354966164115259e-09
0.00044300000000000426,2.3549661641152596e-09
0.0004440000000000043,2.3235293904047917e-09
0.0004450000000000043,2.354966164115259e-09
0.00044600000000000434,2.3549661641152596e-09
0.00044700000000000436,2.3549661641152596e-09
0.0004480000000000044,2.354966164115261e-09
0.0004490000000000044,2.3549661641152596e-09
0.00045000000000000443,2.3549661641152596e-09
0.00045100000000000446,2.354966164115259e-09
0.0004520000000000045,2.354966164115259e-09
0.0004530000000000045,2.3549661641152596e-09
0.00045400000000000453,2.354966164115259e-09
0.00045500000000000455,2.354966164115261e-09
0.0004560000000000046,2.3549661641152596e-09
0.0004570000000000046,2.3549661641152596e-09
0.00045800000000000463,2.35496616411526e-09
0.00045900000000000465,2.354966164115261e-09
0.0004600000000000047,2.354966164115259e-09
0.0004610000000000047,2.3549661641152596e-09
0.0004620000000000047,2.3549661641152596e-09
0.00046300000000000475,2.354966164115261e-09
0.0004640000000000048,2.354966164115259e-09
0.0004650000000000048,2.35496616411526e-09
0.0004660000000000048,2.354966164115261e-09
0.00046700000000000485,2.3549661641152596e-09
0.00046800000000000487,2.3549661641152596e-09
0.0004690000000000049,2.3549661641152596e-09
0.0004700000000000049,2.354966164115261e-09
0.00047100000000000494,2.3549661641152596e-09
0.00047200000000000497,2.354966164115261e-09
0.000473000000000005,2.35496616411526e-09
0.000474000000000005,2.3549661641152596e-09
0.00047500000000000504,2.354966164115259e-09
0.00047600000000000506,2.354966164115259e-09
0.0004770000000000051,2.354966164115261e-09
0.0004780000000000051,2.354966164115259e-09
0.00047900000000000514,2.35496616411526e-09
0.00048000000000000516,2.35496616411526e-09
0.0004810000000000052,2.354966164115261e-09
0.0004820000000000052,2.354966164115259e-09
0.00048300000000000524,2.3549661641152596e-09
0.00048400000000000526,2.354966164115259e-09
0.0004850000000000053,2.35496616411526e-09
0.0004860000000000053,2.354966164115259e-09
0.00048700000000000533,2.354966164115259e-09
0.00048800000000000536,2.354966164115261e-09
0.0004890000000000054,2.3549661641152596e-09
0.0004900000000000054,2.35496616411526e-09
0.0004910000000000054,2.3549661641152596e-09
0.0004920000000000055,2.354966164115259e-09
0.0004930000000000055,2.354966164115259e-09
0.0004940000000000055,2.3549661641152596e-09
0.0004950000000000055,2.3549661641152596e-09
0.0004960000000000056,2.3549661641152596e-09
0.0004970000000000056,2.35496616411526e-09
0.0004980000000000056,2.3549661641152596e-09
0.0004990000000000056,2.3549661641152596e-09
0.0005000000000000056,2.3549661641152596e-09
0.0005010000000000057,2.4223631310241038e-09
0.0005020000000000057,2.35496616411526e-09
0.0005030000000000057,2.354966164115259e-09
0.0005040000000000057,2.3549661641152596e-09
0.0005050000000000058,2.3549661641152596e-09
0.0005060000000000058,2.3549661641152596e-09
0.0005070000000000058,2.3466821896114253e-09
0.0005080000000000058,2.354966164115259e-09
0.0005090000000000059,2.354966164115261e-09
0.0005100000000000059,2.354966164115259e-09
0.0005110000000000059,2.355014676380057e-09
0.0005120000000000059,2.355014676380057e-09
0.000513000000000006,2.355014676380057e-09
0.000514000000000006,2.355014676380057e-09
0.000515000000000006,2.355014676380057e-09
0.000516000000000006,2.3550558628221724e-09
0.0005170000000000061,2.3550558628221724e-09
0.0005180000000000061,2.3550558628221724e-09
0.0005190000000000061,2.3550558628221737e-09
0.0005200000000000061,2.3550558628221737e-09
0.0005210000000000062,2.3550558628221724e-09
0.0005220000000000062,2.355055862822173e-09
0.0005230000000000062,2.3550558628221724e-09
0.0005240000000000062,2.355055862822172e-09
0.0005250000000000063,2.3550558628221724e-09
0.0005260000000000063,2.355055862822173e-09
0.0005270000000000063,2.3550558628221724e-09
0.0005280000000000063,2.355055862822172e-09
0.0005290000000000064,2.355055862822173e-09
0.0005300000000000064,2.355055862822173e-09
0.0005310000000000064,2.3550558628221724e-09
0.0005320000000000064,2.3550558628221724e-09
0.0005330000000000065,2.3550558628221724e-09
0.0005340000000000065,2.355055862822172e-09
0.0005350000000000065,2.3550558628221724e-09
0.0005360000000000065,2.3550558628221724e-09
0.0005370000000000065,2.3550558628221737e-09
0.0005380000000000066,2.3550558628221724e-09
0.0005390000000000066,2.3550558628221724e-09
0.0005400000000000066,2.355055862822172e-09
0.0005410000000000066,2.355055862822172e-09
0.0005420000000000067,2.3550558628221724e-09
0.0005430000000000067,2.3550558628221724e-09
0.0005440000000000067,2.3550558628221724e-09
0.0005450000000000067,2.355055862822172e-09
0.0005460000000000068,2.3550558628221724e-09
0.0005470000000000068,2.3550558628221724e-09
0.0005480000000000068,2.355055862822173e-09
0.0005490000000000068,2.3550558628221737e-09
0.0005500000000000069,2.3550558628221724e-09
0.0005510000000000069,2.3550558628221724e-09
0.0005520000000000069,2.3550558628221724e-09
0.0005530000000000069,2.3550558628221724e-09
0.000554000000000007,2.355055862822173e-09
0.000555000000000007,2.355055862822173e-09
0.000556000000000007,2.355055862822172e-09
0.000557000000000007,2.3550558628221724e-09
0.0005580000000000071,2.355055862822172e-09
0.0005590000000000071,2.3550558628221724e-09
0.0005600000000000071,2.3550558628221724e-09
0.0005610000000000071,2.3550558628221724e-09
0.0005620000000000072,2.3550558628221724e-09
0.0005630000000000072,2.355055862822172e-09
0.0005640000000000072,2.3550558628221724e-09
0.0005650000000000072,2.355055862822173e-09
0.0005660000000000073,2.3550558628221724e-09
0.0005670000000000073,2.355055862822172e-09
0.0005680000000000073,2.3550558628221724e-09
0.0005690000000000073,2.3550558628221724e-09
0.0005700000000000073,2.355055862822173e-09
0.0005710000000000074,2.3550558628221724e-09
0.0005720000000000074,2.3550558628221716e-09
0.0005730000000000074,2.3550558628221724e-09
0.0005740000000000074,2.3550558628221724e-09
0.0005750000000000075,2.3550558628221724e-09
0.0005760000000000075,2.3550558628221724e-09
0.0005770000000000075,2.3299388586981234e-09
0.0005780000000000075,2.3550558628221724e-09
0.0005790000000000076,2.355055862822173e-09
0.0005800000000000076,2.355055862822173e-09
0.0005810000000000076,2.3550558628221724e-09
0.0005820000000000076,2.355055862822173e-09
0.0005830000000000077,2.355055862822172e-09
0.0005840000000000077,2.355055862822172e-09
0.0005850000000000077,2.3550558628221724e-09
0.0005860000000000077,2.3550558628221724e-09
0.0005870000000000078,2.355055862822172e-09
0.0005880000000000078,2.3550558628221737e-09
0.0005890000000000078,2.3550558628221737e-09
0.0005900000000000078,2.3550558628221737e-09
0.0005910000000000079,2.355055862822173e-09
0.0005920000000000079,2.355055862822173e-09
0.0005930000000000079,2.3550558628221716e-09
0.0005940000000000079,2.355055862822173e-09
0.000595000000000008,2.3550558628221724e-09
0.000596000000000008,2.355055862822173e-09
0.000597000000000008,2.355055862822172e-09
0.000598000000000008,2.3550558628221724e-09
0.0005990000000000081,2.3550558628221724e-09
0.0006000000000000081,2.614228981858481e-09
0.0006010000000000081,2.355055862822172e-09
0.0006020000000000081,2.3550558628221724e-09
0.0006030000000000082,2.3550558628221724e-09
0.0006040000000000082,2.355055862822172e-09
0.0006050000000000082,2.3550558628221724e-09
0.0006060000000000082,2.3550558628221724e-09
0.0006070000000000082,2.355055862822172e-09
0.0006080000000000083,2.3550558628221724e-09
0.0006090000000000083,2.3550558628221724e-09
0.0006100000000000083,2.355055862822172e-09
0.0006110000000000083,2.355055862822173e-09
0.0006120000000000084,2.3550558628221745e-09
0.0006130000000000084,2.355055862822172e-09
0.0006140000000000084,2.355055862822173e-09
0.0006150000000000084,2.3550558628221724e-09
0.0006160000000000085,2.3550558628221724e-09
0.0006170000000000085,2.355055862822173e-09
0.0006180000000000085,2.3550558628221737e-09
0.0006190000000000085,2.355055862822173e-09
0.0006200000000000086,2.355055862822173e-09
0.0006210000000000086,2.3550558628221724e-09
0.0006220000000000086,2.3550558628221724e-09
0.0006230000000000086,2.3550558628221724e-09
0.0006240000000000087,2.355055862822172e-09
0.0006250000000000087,2.3550558628221724e-09
0.0006260000000000087,2.355055862822172e-09
0.0006270000000000087,2.3550558628221724e-09
0.0006280000000000088,2.3550558628221724e-09
0.0006290000000000088,2.355055862822173e-09
0.0006300000000000088,2.355055862822173e-09
0.0006310000000000088,2.3550558628221716e-09
0.0006320000000000089,2.355055862822173e-09
0.0006330000000000089,2.355055862822172e-09
0.0006340000000000089,2.355055862822173e-09
0.0006350000000000089,2.355055862822172e-09
0.000636000000000009,2.355055862822172e-09
0.000637000000000009,2.355055862822172e-09
0.000638000000000009,2.355055862822173e-09
0.000639000000000009,2.3550558628221724e-09
0.000640000000000009,2.355055862822172e-09
0.0006410000000000091,2.3550558628221724e-09
0.0006420000000000091,2.355055862822173e-09
0.0006430000000000091,2.355055862822173e-09
0.0006440000000000091,2.3550558628221724e-09
0.0006450000000000092,2.3550558628221724e-09
0.0006460000000000092,2.3550558628221716e-09
0.0006470000000000092,2.3550558628221745e-09
0.0006480000000000092,2.3550558628221724e-09
0.0006490000000000093,2.355055862822173e-09
0.0006500000000000093,2.3550558628221724e-09
0.0006510000000000093,2.355055862822173e-09
0.0006520000000000093,2.355055862822173e-09
0.0006530000000000094,2.355055862822173e-09
0.0006540000000000094,2.355055862822173e-09
0.0006550000000000094,2.355055862822172e-09
0.0006560000000000094,2.355055862822172e-09
0.0006570000000000095,2.3550558628221724e-09
0.0006580000000000095,2.355055862822173e-09
0.0006590000000000095,2.355055862822173e-09
0.0006600000000000095,2.3550558628221724e-09
0.0006610000000000096,2.355055862822173e-09
0.0006620000000000096,2.355055862822172e-09
0.0006630000000000096,2.3550558628221724e-09
0.0006640000000000096,2.3550558628221724e-09
0.0006650000000000097,2.3550558628221724e-09
0.0006660000000000097,2.3550558628221724e-09
0.0006670000000000097,2.355055862822173e-09
0.0006680000000000097,2.3550558628221724e-09
0.0006690000000000098,2.355055862822173e-09
0.0006700000000000098,2.355055862822172e-09
0.0006710000000000098,2.3550558628221737e-09
0.0006720000000000098,2.3550558628221724e-09
0.0006730000000000099,2.3550558628221724e-09
0.0006740000000000099,2.3550558628221724e-09
0.0006750000000000099,2.355055862822172e-09
0.0006760000000000099,2.355055862822172e-09
0.00067700000000001,2.355055862822172e-09
0.00067800000000001,2.3550558628221724e-09
0.00067900000000001,2.355055862822173e-09
0.00068000000000001,2.3550558628221724e-09
0.00068100000000001,2.355055862822173e-09
0.0006820000000000101,2.355055862822173e-09
0.0006830000000000101,2.355055862822173e-09
0.0006840000000000101,2.355055862822172e-09
0.0006850000000000101,2.355055862822172e-09
0.0006860000000000102,2.355055862822173e-09
0.0006870000000000102,2.3550558628221724e-09
0.0006880000000000102,2.3550558628221724e-09
0.0006890000000000102,2.3550558628221724e-09
0.0006900000000000103,2.3550558628221724e-09
0.0006910000000000103,2.355055862822172e-09
0.0006920000000000103,2.3550558628221724e-09
0.0006930000000000103,2.3550558628221724e-09
0.0006940000000000104,2.3550558628221724e-09
0.0006950000000000104,2.3550558628221724e-09
0.0006960000000000104,2.3550558628221724e-09
0.0006970000000000104,2.355055862822173e-09
0.0006980000000000105,2.355055862822173e-09
0.0006990000000000105,2.3550558628221724e-09
0.0007000000000000105,2.3550558628221724e-09
0.0007010000000000105,2.3550558628221724e-09
0.0007020000000000106,2.3550558628221737e-09
0.0007030000000000106,2.3550558628221724e-09
0.0007040000000000106,2.3550558628221724e-09
0.0007050000000000106,2.3550558628221737e-09
0.0007060000000000107,2.3550558628221724e-09
0.0007070000000000107,2.3550558628221724e-09
0.0007080000000000107,2.355055862822173e-09
0.0007090000000000107,2.3550558628221724e-09
0.0007100000000000108,2.3550558628221724e-09
0.0007110000000000108,2.355055862822172e-09
0.0007120000000000108,2.355055862822172e-09
0.0007130000000000108,2.355055862822173e-09
0.0007140000000000108,2.3550558628221737e-09
0.0007150000000000109,2.355055862822173e-09
